path	kind	tracked	bytes	sha256
.codex/skills/autotrade_phase1_skill_source_reader_v0_1/SKILL.md	managed_document	True	940	ccabd04041f053db94d3e65a940e6bb11efb68029b924419b029fe9e96b1f601
.codex/skills/autotrade_phase1_skill_strategy_design_v0_1/SKILL.md	managed_document	True	878	d1b598f1aaed7e948bc31126c791da90b2c8eadd0b5f56d8a80661288577abc5
.codex/skills/autotrade_phase1_skill_test_strategy_v0_1/SKILL.md	managed_document	True	801	e097f09d590de3f4e42ece71a60013efec8afe92fd63a0e4eb999c27af84853f
.codex/skills/autotrade_phase1_skill_traceability_v0_1/SKILL.md	managed_document	True	796	32531bd09fc74e5a3bc6a2af33b95c2fd3fdf892f60a31cdfa06f2c569e1ebe8
.codex/skills/autotrade_skill_adapter_boundary_v0_1/SKILL.md	managed_document	True	797	918a2ef074dedef9a0426f39d6f602820b3c00f28d51d21ac46a1b0545e1f20f
.codex/skills/autotrade_skill_ai_component_lifecycle_v0_1/SKILL.md	managed_document	True	4043	72596adf2271df8142d2aa672c6786ffbdf3f92be92301ec78e0e44e25b70752
.codex/skills/autotrade_skill_architecture_writer_v0_1/SKILL.md	managed_document	True	824	772a0142be3ee3ed35da00127b6346e04ecf5f5dc2f540fc4241c7a246b08a74
.codex/skills/autotrade_skill_debug_recovery_v0_1/SKILL.md	managed_document	True	949	91dd820d8fdbfe719d4a430a6f933236b2eaf3b0d12bc328c667257e1958f396
.codex/skills/autotrade_skill_design_doc_set_writer_v0_1/SKILL.md	managed_document	True	2513	9afb65ec2530a870213e8e98e51eb78b4e8a64922b32dee48d3e4a421f0efaf1
.codex/skills/autotrade_skill_design_review_v0_1/SKILL.md	managed_document	True	730	a4a7249d4dc476dd63fe3911efbd6a70ff0ab7e356facd19d74d49a77284b07b
.codex/skills/autotrade_skill_domain_modeling_v0_1/SKILL.md	managed_document	True	803	fae36147a264a584b976b1d0b664499abeadb222587c0d2a8321e4002f6a8354
.codex/skills/autotrade_skill_execution_model_v0_1/SKILL.md	managed_document	True	780	e7babd26a2f23cd1e31711b2d9b91d606ae894e70e560da4d91ed94c1c6fad34
.codex/skills/autotrade_skill_golden_test_v0_1/SKILL.md	managed_document	True	744	b21ba75ddce617d1f422aac52734bc635ee06f7724be7fb8ce3b4299994b09d6
.codex/skills/autotrade_skill_html_doc_writer_v0_1/SKILL.md	managed_document	True	921	e9cb94d8e9a033fcbcdbca341174796b097411b248cdb01bbc966510f8f132e5
.codex/skills/autotrade_skill_implementation_detail_design_v0_1/SKILL.md	managed_document	True	7130	f712eff415eeb23d604407431cd68b2e6a704bf2da0a57c616151176eb5e48a6
.codex/skills/autotrade_skill_implementation_detail_review_v0_1/SKILL.md	managed_document	True	4428	c35b341332218763aeedcc0e0bd075053898cedfbbe0fec17fd0d5c963168293
.codex/skills/autotrade_skill_official_research_v0_1/SKILL.md	managed_document	True	770	fdcfacbfcd67b0831384882aa2d0e413d7318753179158694511cea798e5d9d7
.codex/skills/autotrade_skill_ops_security_v0_1/SKILL.md	managed_document	True	737	2bd8cb1953c35942d81024ef93ffcdc493c92c64367d2819357de7dc0886c7ff
.codex/skills/autotrade_skill_orchestration_v0_1/SKILL.md	managed_document	True	1219	369e404b38ef342e39c317b96e583e10425fc8d994ec706356ce4d03fcc6a835
.codex/skills/autotrade_skill_phase_execution_planning_v0_1/SKILL.md	managed_document	True	5705	803c6af80ee7b0c54e0301bc01081b1db15745ae9d51485c8b5db524daf312bf
.codex/skills/autotrade_skill_poc_evaluation_v0_1/SKILL.md	managed_document	True	737	a25806a36bc46abfcc0fa922fe5efffe3083eabc48f00aaee760773226135969
.codex/skills/autotrade_skill_python_code_review_v0_1/SKILL.md	managed_document	True	1036	9dc40ecea47c090ff9c25b0a5886744edf3f949111007ff8d7df2fa6f601ae3f
.codex/skills/autotrade_skill_python_implementation_v0_1/SKILL.md	managed_document	True	922	39d4871140cab9fa39bf50e10590a22df4a9ef1517b9b1de289ab9845f37471f
.codex/skills/autotrade_skill_python_test_quality_v0_1/SKILL.md	managed_document	True	957	07c010b593259853bad65e9bc9c98c2af2f74f3d510b3b50497f9c5c19c8db9d
.codex/skills/autotrade_skill_red_team_review_v0_1/SKILL.md	managed_document	True	765	0d8dc35304d18fad923eda1d327a8afb62b111ce26eb7bfcc7cb74f9de87731b
.codex/skills/autotrade_skill_revision_integration_v0_1/SKILL.md	managed_document	True	752	bb59693846e3f2117ebdce81cc998b668b23fb4c03060a71206d4135318b02d6
.codex/skills/autotrade_skill_risk_account_design_v0_1/SKILL.md	managed_document	True	786	7bd0c6cec8e528f79d170f3f8e0c749f239f46545c152c7dc5f89f604929e26e
.codex/skills/autotrade_skill_source_reader_v0_1/SKILL.md	managed_document	True	904	3096796b094b4b5c835cd07387839df961b8ca40fe1a038b6d4c04f5320088a0
.codex/skills/autotrade_skill_strategy_interface_v0_1/SKILL.md	managed_document	True	822	fba2b9e7fdb1338879267587de00311b21ddcc409abcfaf48c1653cf06be92d6
.codex/skills/autotrade_skill_test_strategy_v0_1/SKILL.md	managed_document	True	734	3b6a5a6892ece2a7e0288944b64de3bc92e162ad3566c63dc57890a13a5f93a6
.codex/skills/autotrade_skill_traceability_v0_1/SKILL.md	managed_document	True	768	4c84190a3366e390c0131189f1b60f618789ce118968ab8445d8b805dc568ca3
.codex/skills/autotrade_skill_trading_engine_poc_v0_1/SKILL.md	managed_document	True	771	91f7c42b5be6ba8dbc479460e30444dc9f4f15af0dbae74c9cafbd54448f01ee
.codex/skills/autotrade_skill_turtle_strategy_rules_v0_1/SKILL.md	managed_document	True	732	7941d34b179499eb285abdf621720b6771bf5acd72449e4e82433fd4029b658f
.codex/skills/autotrade_skill_ui_accessibility_validation_v0_1/SKILL.md	managed_document	True	3232	78745bd02de10352060f5efb57cbd5b5ffcf6c37f97c1248060a840e774a58b3
.codex/skills/autotrade_skill_ui_mock_generation_v0_1/SKILL.md	managed_document	True	3824	7f38da1025ef79ca09b482a85c6219719d9d6c666d21c0426169877a7e2a3043
.codex/skills/autotrade_skill_ui_visual_validation_v0_1/SKILL.md	managed_document	True	3705	4761773de8f61e90b5fe1d1d0461abff473e5127b543aa187b61a8f572930a3b
.codex/skills/chapter-extractor/agents/openai.yaml	managed_config	True	104	d58e781af34e658da7e49cf0a32ed4063b9b5fa6dbae87b192a1bdb30c71cb36
.codex/skills/chapter-extractor/SKILL.md	managed_document	True	2422	4e69e90a6a79d3d77aea1baeb2e2b80b7ef96e3946b74df076aae3ce40b609aa
.codex/skills/chapter-range-parser/agents/openai.yaml	managed_config	True	110	813f1a5fff936bad753319f25f94fecc8f7cf0c3017be6040a906c600c50a311
.codex/skills/chapter-range-parser/SKILL.md	managed_document	True	2659	53bca06238c4d9346e77d2697dfc1af5bc7ca1cab0a49646b9a6fa8a55b1cd1a
.codex/skills/fidelity-reviewer/agents/openai.yaml	managed_config	True	104	82b858f0f097c6bf60df75d288dad649c0ef5005ee22f08d2fce758b9ba15342
.codex/skills/fidelity-reviewer/SKILL.md	managed_document	True	2220	7de104b441aaaa515c50b6b612072877485ac0af1f3b10addb7b8a5f8a8c11b0
.codex/skills/final-output-auditor/agents/openai.yaml	managed_config	True	110	3915114d31031dbbe625e0cebe678c85780ec29ad826a0f6bfce1c58c64ddad7
.codex/skills/final-output-auditor/SKILL.md	managed_document	True	2724	5388477effd0401c177ac549528d4d84ab15bb66cea6144ff75f62d186b5035f
.codex/skills/formula-free-explainer/agents/openai.yaml	managed_config	True	114	e9d5f0dc8401995ef84394cec004f5e42e07859f151bf7095d6d6caa7ab60df9
.codex/skills/formula-free-explainer/SKILL.md	managed_document	True	2463	d3078962542b2918d9c5ba96ac3e0c3769c585387d0c72399984938bb80071e0
.codex/skills/middle-school-rewriter/agents/openai.yaml	managed_config	True	114	7dafca22bb9fca076958f9b22c851e7283cbc24c6b7d44cf03087435d9bae138
.codex/skills/middle-school-rewriter/SKILL.md	managed_document	True	2292	26f083034e2a9ad82e7e37fe150b78459e29ece7c05827551cc5e71c90c82c56
.codex/skills/research-file-writer/agents/openai.yaml	managed_config	True	110	20532be2c6fc10baf62bfbf2af52c7f132db1f35bf89e9850bdbca5aafa2259e
.codex/skills/research-file-writer/SKILL.md	managed_document	True	2248	712db409abe87993b503e2ea6d0c0672231e840e74e2c4ed598f403514b6f5e0
.codex/skills/revision-integrator/agents/openai.yaml	managed_config	True	108	153e452db383a7856849c1ba4a0cf2a6c5d6d67c0eccae72af4c2dcf3c75a79d
.codex/skills/revision-integrator/SKILL.md	managed_document	True	1949	f79659460b2c15ef11bfcc1eb66a777a4b26532662a1d104729e421e65686e45
.codex/skills/student-reviewer/agents/openai.yaml	managed_config	True	102	b71c5861128ecf9b48a7bc259a0458411b36172d020789574afaae4f5b69ad2a
.codex/skills/student-reviewer/SKILL.md	managed_document	True	2084	7e327ac95e98dad8ad27a29f43a1842e8b9a6bbb714b3e7bfe21ce19b02b14f7
AGENTS.md	managed_document	True	12934	399a4739c65d69812de3b9dc371b851cbc8ddb7506f5a6dbe5c1a9d4ff661edb
auto-commit.cmd	managed_source	True	181	3a0c44461f3c218b44f1be1e9e52cbcc3dfde0824c541a36e01824778dd9f0f7
auto-commit.sh	managed_source	True	519	3378dd9f2055afea7525cee0731becacc90b86a8c6856bfe6442e69e6ebf2a72
coverage.json	managed_config	True	44507	a5188e4b9ba9a7380159697307f608eca3ec28f4501a9b94865692fd11ab01ee
doc/00_全Phase残課題Blocked統合台帳.html	managed_document	True	266657	c949527f82677198295be672464a7a13bbcb81f9610fde3f2fbf3e222d257234
doc/ai_foundation/01_AI実行基盤現状棚卸し.html	managed_document	True	15308	c1e9734080486a92efb523b4d6025587a0c812342a6a4333e00e386d164bfe28
doc/ai_foundation/02_AI部品整理方針移行マップ.html	managed_document	True	16356	e0522e957b76054e5dbe65da2fdd3353813468afd4da0414c0af0d0425fbbca4
doc/ai_foundation/03_プロジェクト汎用Skill仕様.html	managed_document	True	21009	a450146ba138fd0d6cea916f15cc71680a4d4b2d726fb4cc6c826783da1f33b4
doc/ai_foundation/04_プロジェクト汎用サブエージェント仕様.html	managed_document	True	17774	a7f2e70b26a643ec4a6dedbfd36f53d52c7c36a9af10bbd7b5c2b9e8eaae41bc
doc/ai_foundation/05_プロジェクト汎用オーケストレータ仕様.html	managed_document	True	19650	7dd70460056c9193f18a0a180ab29a1a5800b230c2caa1adb45bcce78dbae7be
doc/ai_foundation/06_AI部品相関図発火制御図.html	managed_document	True	16353	9a652024910889b670739bd983a79f6a4e436399591e836f2adbbfd300aa3d31
doc/ai_foundation/07_AI部品作成ルール.html	managed_document	True	13941	7924b5a5ee8217f0102f6fc4931b8436329b929b806d5526c6f3f9d72d336edf
doc/ai_foundation/08_AI実行基盤整理検証結果.html	managed_document	True	14989	f0cfcc048c44fcd9d0b0a362ec8a8eb0ba0889d6ecc1f0e778f2a2f9923f1393
doc/ai_foundation/09_Phase実行計画作成AI部品仕様.html	managed_document	True	8768	771199f8779fa8a216f1ae29f06cd4b304a93af786f5816966670362d433f4ea
doc/ai_foundation/10_Phase実行計画書作成依頼プロンプト.html	managed_document	True	8689	ae8b194db2c15f64489db87c027b39f3fd5f44eb945f013d4a80a5cad0727508
doc/ai_foundation/11_AI部品作成更新AI部品仕様.html	managed_document	True	6393	4420fd5d9a79b3b81f5d547d58b15d2416e69dd438687a86bb2f4f026f89aa61
doc/ai_foundation/12_AI部品作成更新依頼プロンプト.html	managed_document	True	5920	fecbba655f06aee23a87c38b6f0aa68b601c6abd5c317f157d9ac9e8dee55ef3
doc/ai_foundation/13_設計書セット作成AI部品仕様.html	managed_document	True	7110	62655677453f5f6dc5fb12541edfb62bad75c22d06f2f35b9e067df8fbb7d3b2
doc/ai_foundation/14_実装詳細設計書構成標準.html	managed_document	True	18134	49803809bae571db444c9fb487c792ec12f385a42345218f7c61d864816a1c61
doc/ai_foundation/15_実装詳細設計AI基盤仕様.html	managed_document	True	14953	31ed38664eaff56677e4a6d90136fb4798733c623482cbf1f911dd1bec0d3742
doc/ai_foundation/16_実装詳細設計書HTMLテンプレート.html	managed_document	True	17920	f2cbcff26ee2d9441b08132c2eb6a4d110b584f6fa1f6cb99dfbce3722857ed3
doc/ai_foundation/17_実装詳細設計書作成依頼プロンプト.html	managed_document	True	7126	6cb43f58b13a93a35d659e7a319f3d4b2fb08a3768beb25dfa473a2dbd923809
doc/ai_foundation/18_Phase2-5本実装AI実行基盤設計書.html	managed_document	True	40810	5a4ee0b40c54faa5be4c301ba351d5f5a8dce9f7591ff8ac8cf13c75af527b1c
doc/ai_foundation/19_Phase2-5実装品質基盤実装検証.html	managed_document	True	7332	4d94fe71b6dfb0dbe7b2fadd5fd628460361937ccf795ed4eb97b545add98d7e
doc/assets/mermaid.min.js	managed_source	True	3565102	74d7c46dabca328c2294733910a8aa1ed0c37451776e8d5295da38a2b758fb9b
doc/assets/mermaid-init.js	managed_source	True	9863	399169632c56b6101c0324dc64dbd3cd29d47b5f1b4bdd262c6b4891dc4943a6
doc/index.html	managed_document	True	34333	d09e62c6a5a8459f2c4a37ca4201678bbbd9bc4490df0f168afda805aaae7ded
doc/phase1/00_実行基盤/00_HTMLスタイルガイド.html	managed_document	True	6663	b2ef406c9e3c40f447b3ae6b766ee19a49f839d03d4666d754af4fb19a469174
doc/phase1/00_実行基盤/00_HTML設計書テンプレート.html	managed_document	True	4320	cb74740ac4436156bca8a31bd96744f19867acfa1e719c3b19331f14108dbf78
doc/phase1/00_実行基盤/00_Phase1オーケストレータ仕様.html	managed_document	True	5639	1e00b17480f6b3d75086099b3d85db4d62577f31cf1548414d08aad0a52d58c8
doc/phase1/00_実行基盤/00_Skill定義.html	managed_document	True	5027	e1b092dbfae253fb221b6c29cc8e44ec872e9b19fee846d39ecdbf821ea7ddf4
doc/phase1/00_実行基盤/00_サブエージェント定義.html	managed_document	True	6652	12ecdab4fc3678fa5b625d73f77e59a8c06e399b391959da93979cd892482620
doc/phase1/00_実行基盤/00_レビュー観点チェックリスト.html	managed_document	True	4034	b81df313785336427053df612d8ea9f8f82c98acb085d09ffb54674dd5d3f303
doc/phase1/00_実行基盤/00_実行基盤検証結果.html	managed_document	True	4665	9f4c488a9a9d4ae5fedbf5bbe273fa1c432b6c1008b3674590c065f64d499e5a
doc/phase1/01_要件追跡/01_Phase1スコープ定義.html	managed_document	True	7045	4541633f14d43338e0a85105f163c5e903540d12cd2130c0411589b4fef528a9
doc/phase1/01_要件追跡/01_未確定事項台帳.html	managed_document	True	7178	6160cef5a2fe13adee1a18f9161fc96e2bfbaa6ea93de63997354b39a8cebf39
doc/phase1/01_要件追跡/01_要件追跡マトリクス.html	managed_document	True	13534	2408787329aaa7d8d3390d2a859b6755f6f205130e0c55d261f89ed006658eb0
doc/phase1/02_全体設計/02_システム全体構成設計書.html	managed_document	True	20007	b9a39863e36dc9d8826a3ca84d1c000fc88cae735ee5bc14d2e233418e3e440e
doc/phase1/03_ドメイン設計/03_ドメイン分割設計書.html	managed_document	True	17075	53e36539d6e87b51b29438559663a081bd8faecfb9c0fbeec5aafa61152895e8
doc/phase1/03_ドメイン設計/03_モジュール責務データフロー設計書.html	managed_document	True	16221	faa2e36ec6ba70388f5ee6c1db8fe7be03687b04ddf6fc797de9ec9f5719aa03
doc/phase1/04_共通モデル/04_イベント注文口座ID時系列設計書.html	managed_document	True	5126	b57e308915d4465a9f7210672f822415dcc41cc97da9ad307350ee1d0a1e19b9
doc/phase1/04_共通モデル/04_共通ドメインモデル設計書.html	managed_document	True	18056	98908386d3a4d21590acd2d58b798003a77b3defefbbb64202dc955b5b7ce18d
doc/phase1/05_戦略設計/05_Strategy_Plugin_Interface設計書.html	managed_document	True	20814	5a51fc0c5de03cb5722080eb3592f812c5bc85d7619946b1ced38102d760c1cd
